customerID,Churn,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharge,DailyCharge,tenure_group,tenure_segment,ServiceCount
2039-JONDJ,0,Male,0,0,0,27,0,0,DSL,1,1,0,0,0,0,One year,0,Bank transfer (automatic),55.45,1477.65,2.053703703703704,24-48,25+ meses,2
2040-LDIWQ,0,Male,0,1,1,65,0,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,1.2953846153846154,48+,25+ meses,6
2040-OBMLJ,0,Male,0,0,0,31,0,1,Fiber optic,0,0,0,1,0,0,One year,0,Credit card (automatic),81.7,2548.65,2.635483870967742,24-48,25+ meses,2
2040-VZIKE,0,Female,0,1,0,49,0,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Mailed check,100.85,4847.35,2.0581632653061224,48+,25+ meses,4
2040-XBAVJ,0,Male,0,1,1,72,0,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),114.45,8100.55,1.5895833333333333,48+,25+ meses,7
2041-JIJCI,0,Female,0,0,0,5,0,1,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,64.0,370.25,12.8,0-12,0–10 meses,3
2043-WVTQJ,0,Male,0,1,0,1,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,55.7,55.7,55.7,0-12,0–10 meses,2
2045-BMBTJ,0,Female,1,0,0,33,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),59.45,1884.65,1.8015151515151515,24-48,25+ meses,5
2049-BAFNW,0,Female,0,0,0,1,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,35.9,35.9,35.9,0-12,0–10 meses,2
2050-ONYDQ,0,Female,0,1,1,65,0,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),26.0,1654.85,0.4,48+,25+ meses,1
2054-PJOCK,0,Female,0,0,0,60,0,1,DSL,0,0,1,1,1,1,One year,0,Credit card (automatic),80.55,4847.05,1.3425,48+,25+ meses,5
2055-BFOCC,0,Male,1,1,0,63,0,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.0,5329.55,1.3333333333333333,48+,25+ meses,6
2055-PDADH,1,Female,1,0,0,3,0,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.4,204.7,23.46666666666667,0-12,0–10 meses,0
2055-SIFSS,0,Female,1,1,0,55,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,0.9390909090909091,48+,25+ meses,1
2056-EVGZL,0,Male,0,1,1,68,0,0,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),105.75,7322.5,1.5551470588235294,48+,25+ meses,5
2057-BOYKM,0,Female,1,1,0,72,0,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),96.6,6827.5,1.3416666666666666,48+,25+ meses,5
2057-ZBLPD,1,Female,0,1,0,21,0,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,86.5,1808.7,4.119047619047619,12-24,11–24 meses,2
2058-DCJBE,1,Male,0,0,0,5,0,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.75,324.6,13.95,0-12,0–10 meses,0
2061-VVFST,0,Female,0,1,0,37,0,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.5,805.2,0.527027027027027,24-48,25+ meses,0
2065-MMKGR,0,Female,0,0,0,29,0,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71.0,2080.1,2.4482758620689653,24-48,25+ meses,3
2067-QYTCF,0,Female,0,1,0,64,0,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.15,6953.4,1.73671875,48+,25+ meses,6
2068-WWXQZ,0,Male,0,0,0,46,0,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.05,902.0,0.43586956521739134,24-48,25+ meses,0
2070-FNEXE,1,Female,1,0,0,7,0,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,10.921428571428573,0-12,0–10 meses,1
2070-XYMFH,0,Female,1,0,0,23,0,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.35,1835.3,3.4499999999999997,12-24,11–24 meses,2
2072-ZVJJX,0,Male,0,1,0,68,0,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.25,1728.2,0.3713235294117647,48+,25+ meses,1
2073-QBVBI,0,Female,0,1,0,41,0,0,DSL,0,1,0,1,0,0,One year,0,Mailed check,35.45,1391.65,0.8646341463414635,24-48,25+ meses,2
2074-GKOWZ,1,Male,0,1,1,2,0,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,44.775,0-12,0–10 meses,2
2074-GUHPQ,0,Female,0,0,1,17,0,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),92.7,1556.85,5.452941176470588,12-24,11–24 meses,4
2075-PUEPR,0,Male,0,1,1,55,0,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1153.25,0.35181818181818186,48+,25+ meses,0
2075-RMJIK,0,Female,0,1,1,5,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,49.4,232.55,9.879999999999999,0-12,0–10 meses,1
2077-DDHJK,0,Female,0,1,0,68,0,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4911.35,1.0426470588235295,48+,25+ meses,5
2077-MPJQO,0,Male,1,1,0,7,0,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,533.05,10.771428571428572,0-12,0–10 meses,1
2079-FBMZK,1,Female,0,0,0,6,0,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.25,418.4,11.541666666666666,0-12,0–10 meses,0
2080-CAZNM,0,Female,1,0,0,41,0,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.4,4133.95,2.546341463414634,24-48,25+ meses,5
2080-GKCWQ,0,Male,0,0,0,2,0,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,151.75,37.475,0-12,0–10 meses,1
2080-SRCDE,0,Female,0,0,1,1,0,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,25.4,0-12,0–10 meses,1
2081-KJSQF,0,Male,0,0,0,1,0,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.25,20.25,20.25,0-12,0–10 meses,0
2081-VEYEH,0,Male,0,0,0,3,0,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,107.95,318.6,35.983333333333334,0-12,0–10 meses,5
2082-CEFLT,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.6,45.6,45.6,0-12,0–10 meses,0
2082-OJVTK,1,Male,0,1,1,29,0,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.2,2698.35,3.075862068965517,24-48,25+ meses,3
2085-BOJKI,0,Male,0,1,0,17,0,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),96.65,1588.25,5.685294117647059,12-24,11–24 meses,3
2085-JVGAD,0,Male,0,1,0,37,0,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0.55,24-48,25+ meses,0
2087-QAREY,0,Female,0,1,0,22,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.7,1178.75,2.4863636363636363,12-24,11–24 meses,2
2088-IEBAU,0,Female,0,0,0,68,0,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,1.2963235294117648,48+,25+ meses,7
2091-GPPIQ,0,Female,0,1,1,72,0,1,DSL,0,1,0,1,1,1,Two year,1,Electronic check,78.95,5730.15,1.0965277777777778,48+,25+ meses,5
2091-MJTFX,1,Female,0,1,1,30,0,0,DSL,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),51.2,1561.5,1.7066666666666668,24-48,25+ meses,3
2091-RFFBA,1,Female,1,0,0,31,0,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.9,2217.15,2.383870967741936,24-48,25+ meses,1
2096-XOTMO,0,Female,0,1,1,16,0,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,275.9,1.209375,12-24,11–24 meses,0
2097-YVPKN,0,Male,0,0,0,65,0,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1654.75,0.39615384615384613,48+,25+ meses,1
2100-BDNSN,1,Female,0,1,0,5,0,1,DSL,0,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),67.95,350.3,13.59,0-12,0–10 meses,4
2101-RANCD,0,Female,0,0,0,55,0,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.1,4144.9,1.3290909090909089,48+,25+ meses,1
2103-ZRXFN,0,Male,0,0,0,1,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.75,50.75,50.75,0-12,0–10 meses,1
2105-PHWON,0,Female,0,1,0,33,0,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Credit card (automatic),95.0,3008.15,2.878787878787879,24-48,25+ meses,4
2107-FBPTK,0,Female,1,0,0,30,0,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.1,3121.1,3.4699999999999998,24-48,25+ meses,5
2108-GLPQB,0,Male,0,1,0,25,0,1,DSL,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),55.55,1405.3,2.222,24-48,25+ meses,2
2108-XWMPY,1,Male,0,0,0,3,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Mailed check,35.45,106.85,11.816666666666668,0-12,0–10 meses,2
2108-YKQTY,1,Female,0,0,0,4,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),50.7,151.3,12.675,0-12,0–10 meses,1
2111-DWYHN,0,Male,0,0,0,1,0,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.1,21.1,21.1,0-12,0–10 meses,0
2114-MGINA,1,Female,0,0,0,14,0,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.8,1129.1,6.414285714285714,12-24,11–24 meses,2
2115-BFTIW,1,Male,0,0,0,25,0,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.95,1767.35,2.838,24-48,25+ meses,0
2120-SMPEX,0,Male,0,0,0,25,0,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,536.35,0.8059999999999999,24-48,25+ meses,0
2121-JAFOM,0,Female,0,1,0,72,0,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.55,8312.4,1.604861111111111,48+,25+ meses,7
2122-SZZZD,0,Male,0,0,0,44,0,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.5,835.5,0.4431818181818182,24-48,25+ meses,0
2122-YWVYA,0,Female,0,0,0,18,0,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,75.4,1380.4,4.188888888888889,12-24,11–24 meses,1
2123-AGEEN,0,Female,1,0,0,7,0,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.35,609.65,12.049999999999999,0-12,0–10 meses,2
2123-VSCOT,0,Female,0,1,1,59,0,1,DSL,0,0,1,1,1,0,Two year,1,Bank transfer (automatic),72.1,4194.85,1.2220338983050847,48+,25+ meses,4
2126-GSEGL,0,Female,0,1,0,70,0,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.8,5917.55,1.2114285714285713,48+,25+ meses,6
2129-ALKBS,0,Female,0,1,1,40,0,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.2,1077.5,0.655,24-48,25+ meses,1
2133-TSRRM,0,Female,0,0,1,34,0,0,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,3688.6,3.0985294117647055,24-48,25+ meses,5
2135-DQWAQ,0,Female,0,0,0,5,0,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,85.3,420.45,17.06,0-12,0–10 meses,2
2135-RXIHG,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.65,45.65,45.65,0-12,0–10 meses,0
2137-DQMEV,0,Male,0,1,1,68,0,0,DSL,1,1,0,0,1,0,One year,0,Mailed check,44.8,2983.65,0.6588235294117647,48+,25+ meses,3
2138-VFAPZ,0,Female,0,1,1,14,0,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,263.65,1.407142857142857,12-24,11–24 meses,0
2139-FQHLM,0,Male,0,0,0,19,0,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,4.734210526315789,12-24,11–24 meses,3
2141-RRYGO,1,Female,0,0,0,4,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),68.65,261.25,17.1625,0-12,0–10 meses,3
2143-LJULT,0,Female,0,1,0,67,0,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.25,1733.15,0.376865671641791,48+,25+ meses,1
2144-BFDSO,0,Female,1,1,0,50,0,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Bank transfer (automatic),108.75,5431.9,2.175,48+,25+ meses,6
2144-ESWKO,0,Male,0,0,0,43,0,0,DSL,1,0,1,0,0,0,One year,1,Credit card (automatic),35.2,1463.7,0.8186046511627908,24-48,25+ meses,2
2146-EGVDT,0,Male,0,1,1,59,0,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,0.3271186440677966,48+,25+ meses,0
2150-OEGBV,0,Male,0,0,0,27,0,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.1,562.6,0.7444444444444445,24-48,25+ meses,0
2150-UWTFY,1,Female,0,1,1,22,0,0,DSL,1,1,1,0,0,0,Month-to-month,0,Mailed check,61.15,1422.05,2.7795454545454543,12-24,11–24 meses,3
2150-WLKUW,0,Female,0,1,0,40,0,1,DSL,0,1,0,0,1,0,One year,0,Bank transfer (automatic),63.9,2635.0,1.5975,24-48,25+ meses,3
2153-MREFK,1,Female,0,1,0,37,0,1,Fiber optic,1,0,1,1,0,1,One year,1,Electronic check,99.2,3754.6,2.6810810810810812,24-48,25+ meses,5
2154-KVJFF,1,Female,0,0,0,15,0,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.75,1111.85,5.316666666666666,12-24,11–24 meses,2
2155-AMQRX,0,Female,0,0,0,28,0,1,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),54.9,1505.15,1.9607142857142856,24-48,25+ meses,2
2157-MXBJS,1,Male,0,1,0,13,0,1,DSL,0,0,1,0,1,1,One year,1,Mailed check,75.3,989.45,5.792307692307692,12-24,11–24 meses,4
2159-TURXX,0,Male,0,0,0,5,0,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,95.55,4.01,0-12,0–10 meses,0
2160-GPFXD,0,Male,0,1,1,54,0,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),65.65,3566.7,1.2157407407407408,48+,25+ meses,4
2162-FRZAA,0,Male,0,1,1,63,0,0,DSL,0,1,1,1,0,0,Two year,0,Bank transfer (automatic),39.35,2395.05,0.6246031746031746,48+,25+ meses,3
2164-SOQXL,0,Female,0,1,1,20,0,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,406.05,1.0025,12-24,11–24 meses,0
2165-VOEGB,1,Female,0,0,1,46,0,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,4822.85,2.2869565217391306,24-48,25+ meses,5
2167-FQSTQ,0,Female,0,1,0,72,0,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,92.4,6786.1,1.2833333333333334,48+,25+ meses,7
2169-RRLFW,0,Female,0,1,0,71,0,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.6,1888.25,0.36056338028169016,48+,25+ meses,1
2171-UDMFD,0,Male,0,1,1,32,0,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),19.45,674.55,0.6078125,24-48,25+ meses,0
2172-EJXVF,0,Female,1,0,0,71,0,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.9,7521.95,1.491549295774648,48+,25+ meses,5
2176-LVPNX,0,Female,1,0,0,71,0,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,1.2654929577464789,48+,25+ meses,7
2176-OSJUV,0,Male,0,1,0,71,0,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,0.917605633802817,48+,25+ meses,4
2178-PMGCJ,0,Male,0,0,0,22,0,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.7,1490.4,3.1681818181818184,12-24,11–24 meses,0
2180-DXNEG,1,Female,0,0,0,12,0,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.0,1062.1,8.0,12-24,11–24 meses,3
2181-TIDSV,0,Male,0,1,1,68,0,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.95,1303.25,0.2933823529411765,48+,25+ meses,0
2181-UAESM,0,Male,0,0,0,2,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,53.45,119.5,26.725,0-12,0–10 meses,2
2186-QZEYA,0,Female,1,0,0,29,0,1,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),58.55,1718.95,2.018965517241379,24-48,25+ meses,3
2187-LZGPL,1,Female,0,0,0,7,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),40.1,293.3,5.728571428571429,0-12,0–10 meses,2
2187-PKZAY,0,Male,0,0,0,12,0,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,6.6625000000000005,12-24,11–24 meses,1
2188-SXWVT,0,Female,0,0,0,34,0,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,55.0,1885.15,1.6176470588235294,24-48,25+ meses,2
2189-UXTKY,1,Female,0,1,0,22,0,1,DSL,1,0,0,1,1,1,Month-to-month,1,Electronic check,79.2,1742.75,3.6,12-24,11–24 meses,5
2189-WWOEW,1,Female,0,0,1,15,0,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,5.7266666666666675,12-24,11–24 meses,2
2190-BCXEC,0,Female,0,1,0,40,0,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),78.85,3126.85,1.97125,24-48,25+ meses,2
2190-PHBHR,0,Female,0,1,0,72,0,1,Fiber optic,1,1,0,0,0,1,Two year,1,Credit card (automatic),94.45,6921.7,1.3118055555555557,48+,25+ meses,4
2192-CKRLV,0,Female,0,1,0,72,0,0,DSL,1,1,1,0,0,1,Two year,1,Electronic check,49.2,3580.95,0.6833333333333333,48+,25+ meses,4
2192-OZITF,0,Female,0,0,0,45,0,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,73.55,3349.1,1.6344444444444444,24-48,25+ meses,4
2193-SFWQW,0,Male,0,1,1,72,0,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),111.95,8033.1,1.5548611111111112,48+,25+ meses,6
2194-IIQOF,0,Female,0,1,0,71,0,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.3,6388.65,1.2577464788732393,48+,25+ meses,7
2195-VVRJF,0,Male,1,1,0,18,0,0,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),59.1,1011.05,3.283333333333333,12-24,11–24 meses,2
2195-ZRVAX,1,Female,0,1,0,47,0,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,85.3,4045.65,1.8148936170212766,24-48,25+ meses,2
2197-OMWGI,0,Female,1,1,1,68,0,0,DSL,0,1,1,0,1,1,Two year,1,Electronic check,53.0,3656.25,0.7794117647058824,48+,25+ meses,4
2200-DSAAL,0,Female,0,0,0,68,0,1,DSL,0,1,1,0,1,1,Two year,1,Electronic check,80.65,5330.2,1.1860294117647059,48+,25+ meses,5
2202-CUYXZ,1,Male,0,0,0,1,0,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.85,84.85,84.85,0-12,0–10 meses,2
2202-OUTMO,0,Female,0,1,0,34,0,1,DSL,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),60.85,2003.6,1.7897058823529413,24-48,25+ meses,3
2203-GHNWN,0,Female,0,1,0,24,0,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.65,1928.7,3.31875,24-48,25+ meses,2
2205-LPVGL,0,Male,1,1,1,58,0,1,Fiber optic,1,1,0,1,0,0,One year,1,Bank transfer (automatic),89.85,5125.75,1.5491379310344826,48+,25+ meses,4
2205-YMZZJ,1,Male,1,0,0,7,0,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,546.95,12.114285714285714,0-12,0–10 meses,2
2207-NHRJK,1,Male,0,0,0,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.8,50.8,50.8,0-12,0–10 meses,1
2207-OBZNX,1,Male,0,0,0,7,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51.0,354.05,7.285714285714286,0-12,0–10 meses,1
2207-QPJED,0,Female,1,1,0,37,0,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,90.0,3371.75,2.4324324324324325,24-48,25+ meses,3
2207-RYYRL,0,Male,0,1,1,52,0,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.55,1331.05,0.4721153846153846,48+,25+ meses,1
2208-MPXIO,0,Female,0,1,1,45,0,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.0,886.4,0.4444444444444444,24-48,25+ meses,0
2208-NKVVH,0,Male,0,1,1,43,0,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.25,1077.95,0.563953488372093,24-48,25+ meses,1
2208-NQBCT,0,Female,0,1,1,26,0,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.95,2070.05,3.151923076923077,24-48,25+ meses,2
2208-UGTGR,0,Male,0,0,0,56,0,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.6,5581.05,1.7607142857142857,48+,25+ meses,4
2209-XADXF,0,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),25.25,25.25,25.25,0-12,0–10 meses,0
2211-RMNHO,0,Female,0,1,1,68,0,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.3,5560.0,1.2544117647058823,48+,25+ meses,6
2212-LYASK,0,Male,0,1,1,27,0,0,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.85,1246.4,1.6981481481481482,24-48,25+ meses,3
2215-ZAFGX,0,Male,0,0,0,9,0,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.5,791.7,9.5,0-12,0–10 meses,2
2219-MVUSO,1,Male,0,0,0,8,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,5.64375,0-12,0–10 meses,0
2220-IAHLS,0,Female,0,0,0,1,0,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.4,19.4,19.4,0-12,0–10 meses,0
2223-GDSHL,0,Male,0,1,1,71,0,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8297.5,1.634507042253521,48+,25+ meses,7
2223-KAGMX,1,Female,0,0,0,15,0,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.4,289.3,1.2933333333333332,12-24,11–24 meses,0
2225-ZRGSG,1,Female,0,1,1,70,0,1,Fiber optic,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),93.9,6579.05,1.3414285714285714,48+,25+ meses,5
2226-ICFDO,0,Female,0,1,1,72,0,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.9,6110.75,1.1930555555555555,48+,25+ meses,6
2227-JRSJX,0,Female,0,0,0,21,0,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),99.15,1956.4,4.7214285714285715,12-24,11–24 meses,4
2228-BZDEE,0,Female,0,0,0,54,0,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,1079.45,0.37222222222222223,48+,25+ meses,0
2229-DPMBI,0,Female,0,1,1,8,0,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.5,162.15,2.4375,0-12,0–10 meses,0
2229-VWQJH,0,Female,0,0,0,24,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),49.3,1233.25,2.0541666666666667,24-48,25+ meses,1
2230-XTUWL,0,Female,0,1,1,48,0,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,883.35,0.40729166666666666,48+,25+ meses,0
2232-DMLXU,1,Female,0,1,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,55.2,0-12,0–10 meses,1
2233-FAGXV,0,Female,0,1,1,5,0,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.3,132.25,4.86,0-12,0–10 meses,1
2233-TXSIU,0,Male,0,1,1,17,0,0,DSL,1,0,1,0,1,0,One year,0,Credit card (automatic),44.45,792.15,2.614705882352941,12-24,11–24 meses,3
2234-EOFPT,0,Male,0,1,0,72,0,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.35,5753.25,1.1020833333333333,48+,25+ meses,5
2234-XADUH,0,Female,0,1,1,72,0,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),103.2,7362.9,1.4333333333333333,48+,25+ meses,5
2235-DWLJU,0,Female,1,0,0,6,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.4,263.05,7.3999999999999995,0-12,0–10 meses,2
2235-EZAIK,0,Female,0,1,0,72,0,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.2,5401.9,1.1,48+,25+ meses,6
2235-ZGKPT,1,Female,0,1,1,4,0,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.85,239.55,12.7125,0-12,0–10 meses,1
2236-HILPA,0,Male,0,1,1,62,0,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.65,1218.45,0.33306451612903226,48+,25+ meses,0
2237-ZFSMY,1,Female,0,0,0,39,0,0,Fiber optic,1,0,1,1,1,0,One year,1,Electronic check,95.55,3692.85,2.4499999999999997,24-48,25+ meses,4
2239-CFOUJ,0,Male,0,1,1,1,0,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.4,20.4,20.4,0-12,0–10 meses,0
2239-CGBUZ,0,Female,0,1,0,51,0,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),60.5,3145.15,1.1862745098039216,48+,25+ meses,3
2239-JALAW,1,Male,0,0,0,58,0,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.25,6017.65,1.7801724137931034,48+,25+ meses,5
2240-HSJQD,0,Male,0,0,1,38,0,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,2.1539473684210524,24-48,25+ meses,2
2242-MFOTG,0,Male,0,0,0,33,0,1,Fiber optic,1,0,0,0,0,0,One year,0,Bank transfer (automatic),80.1,2603.3,2.4272727272727272,24-48,25+ meses,2
